i,id
96,ANIMAL.CAT.NEUTERED.DOMESTIC.SMALL.GRAY.KAIO:KAIO\CAT\DOMESTIC\GRAY\NEUTERED\SMALL\02/22/2002\K19-031505\CS06\A384493\02/21/2019\02/22/2019\1\STRAY\OVER_THE_COUNTER\RETURN_TO_OWNER\OVER_THE_COUNTER_PRVS\UNKNOWN\PENDING\WINDSOR\WINDSOR\95492\95492\1
97,ANIMAL.CAT.NEUTERED.DOMESTIC.SMALL.GRAY.KITTY:KITTY\CAT\DOMESTIC\GRAY\NEUTERED\SMALL\10/24/2011\K17-025906\CS05\A362703\10/18/2017\10/24/2017\6\STRAY\OVER_THE_COUNTER\RETURN_TO_OWNER\OVER_THE_COUNTER_WEB\HEALTHY\HEALTHY\SANTA_ROSA\SANTA_ROSA\95403\95403\1
98,ANIMAL.CAT.NEUTERED.DOMESTIC.SMALL.GRAY.MONTY:MONTY\CAT\DOMESTIC\GRAY\NEUTERED\SMALL\39420\K14-008438\CS06\A305314\41977\04/19/2014\7\OWNER_SURRENDER\OVER_THE_COUNTER\RETURN_TO_OWNER\RETURN_TO_OWNER\TREATABLE/MANAGEABLE\TREATABLE/MANAGEABLE\WINDSOR\WINDSOR\95492\95492\1
99,ANIMAL.CAT.NEUTERED.DOMESTIC.SMALL.GRAY.NIKE:NIKE\CAT\DOMESTIC\GRAY\NEUTERED\SMALL\02/13/2017\K19-031434\CA02\A384349\02/13/2019\02/19/2019\6\OWNER_SURRENDER\OVER_THE_COUNTER\ADOPTION\WALKIN\HEALTHY\HEALTHY\COUNTY\SANTA_ROSA\95401\95401\1
100,ANIMAL.CAT.NEUTERED.DOMESTIC.SMALL.GRAY.RALPHIE:RALPHIE\CAT\DOMESTIC\GRAY\NEUTERED\SMALL\11/20/2014\K19-034625\CS05\A393849\11/20/2019\11/21/2019\1\STRAY\OVER_THE_COUNTER\RETURN_TO_OWNER\OVER_THE_COUNTER_CALL\HEALTHY\HEALTHY\SANTA_ROSA\SANTA_ROSA\95403\95403\1
101,ANIMAL.CAT.NEUTERED.DOMESTIC.SMALL.GRAY.SAM:SAM\CAT\DOMESTIC\GRAY\NEUTERED\SMALL\05/22/2006\K18-030979\CS05\A382161\12/22/2018\43556\13\STRAY\OVER_THE_COUNTER\RETURN_TO_OWNER\OVER_THE_COUNTER_MCHIP\UNKNOWN\HEALTHY\COUNTY\SANTA_ROSA\95401\95401\1
102,ANIMAL.CAT.NEUTERED.DOMESTIC.SMALL.GRAY.SINBAD:SINBAD\CAT\DOMESTIC\GRAY\NEUTERED\SMALL\41153\K14-012228\WESTFARM\A315334\12/29/2014\01/30/2015\32\STRAY\FIELD\ADOPTION\WESTFARM\TREATABLE/REHAB\HEALTHY\SANTA_ROSA\SANTA_ROSA\95409\95409\1
103,ANIMAL.CAT.NEUTERED.DOMESTIC.SMALL.GRAY.SINBAD:SINBAD\CAT\DOMESTIC\GRAY\NEUTERED\SMALL\41153\K19-031137\CA02\A315334\43709\02/28/2019\50\OWNER_SURRENDER\OVER_THE_COUNTER\TRANSFER\EBSPCA\UNKNOWN\TREATABLE/MANAGEABLE\SANTA_ROSA\OUT_OF_COUNTY\94805\94805\1
104,ANIMAL.CAT.NEUTERED.DOMESTIC.SMALL.GRAY.SIR_FITZPATRICK:SIR_FITZPATRICK\CAT\DOMESTIC\GRAY\NEUTERED\SMALL\02/18/2017\K18-029163\TRUCK\A374812\07/18/2018\07/18/2018\0\STRAY\FIELD\RETURN_TO_OWNER\OVER_THE_COUNTER_CALL\HEALTHY\HEALTHY\WINDSOR\WINDSOR\95492\95492\1
105,ANIMAL.CAT.NEUTERED.DOMESTIC.SMALL.GRAY.TOBY:TOBY\CAT\DOMESTIC\GRAY\NEUTERED\SMALL\04/24/2010\K16-018045\CS04\A250345\42646\03/18/2016\8\OWNER_SURRENDER\OVER_THE_COUNTER\ADOPTION\WALKIN\HEALTHY\HEALTHY\SANTA_ROSA\COUNTY\95403\95403\1
106,ANIMAL.CAT.NEUTERED.DOMESTIC.SMALL.ORANGE
107,ANIMAL.CAT.NEUTERED.DOMESTIC.SMALL.ORANGE.TOBY_GOLIYATH:TOBY_GOLIYATH\CAT\DOMESTIC\ORANGE\NEUTERED\SMALL\10/23/2015\K15-017222\LOBBY\A331310\12/23/2015\12/31/2015\8\STRAY\FIELD\ADOPTION\FINDER\TREATABLE/REHAB\HEALTHY\SANTA_ROSA\SANTA_ROSA\95403\95403\1
108,ANIMAL.CAT.NEUTERED.DOMESTIC.SMALL.WHITE
109,ANIMAL.CAT.NEUTERED.DOMESTIC.SMALL.WHITE.ARLO:ARLO\CAT\DOMESTIC\WHITE\NEUTERED\SMALL\42620\K19-031139\CS05\A383125\43709\43739\1\OWNER_SURRENDER\OVER_THE_COUNTER\TRANSFER\EBSPCA\UNKNOWN\PENDING\COUNTY\OUT_OF_COUNTY\94805\94805\1
110,ANIMAL.CAT.NEUTERED.DOMESTIC.SMALL.WHITE.TINO:TINO\CAT\DOMESTIC\WHITE\NEUTERED\SMALL\40552\K15-015709\CA02\A326449\08/29/2015\42072\5\CONFISCATE\FLD_CRUEL\RETURN_TO_OWNER\OVER_THE_COUNTER_NOTICE\HEALTHY\HEALTHY\COUNTY\COUNTY\95421\95421\1
111,ANIMAL.CAT.NEUTERED.SCOTTISH_FOLD
112,ANIMAL.CAT.NEUTERED.SCOTTISH_FOLD.SMALL
113,ANIMAL.CAT.NEUTERED.SCOTTISH_FOLD.SMALL.BROWN
114,ANIMAL.CAT.NEUTERED.SCOTTISH_FOLD.SMALL.BROWN.PEANUT:PEANUT\CAT\SCOTTISH_FOLD\BROWN\NEUTERED\SMALL\07/27/2010\K16-019966\CA02\A340129\07/27/2016\42714\77\OWNER_SURRENDER\OVER_THE_COUNTER\ADOPTION\WALKIN\TREATABLE/REHAB\TREATABLE/REHAB\COUNTY\SANTA_ROSA\95409\95409\1
115,ANIMAL.CAT.SPAYED
116,ANIMAL.CAT.SPAYED.DOMESTIC
117,ANIMAL.CAT.SPAYED.DOMESTIC.KITTN
118,ANIMAL.CAT.SPAYED.DOMESTIC.KITTN.BLACK
119,ANIMAL.CAT.SPAYED.DOMESTIC.KITTN.BLACK.BUGSY:BUGSY\CAT\DOMESTIC\BLACK\SPAYED\KITTN\41702\K14-009637\DEBBIES\A308747\41705\08/16/2014\44\STRAY\OVER_THE_COUNTER\ADOPTION\DEBBIE_BTQ\HEALTHY\HEALTHY\COUNTY\COUNTY\95403\95403\1
120,ANIMAL.CAT.SPAYED.DOMESTIC.KITTN.BLACK.GRACE:GRACE\CAT\DOMESTIC\BLACK\SPAYED\KITTN\43284\K18-027767\LOBBY\A370671\43285\43136\25\STRAY\OVER_THE_COUNTER\ADOPTION\WALKIN\TREATABLE/REHAB\HEALTHY\SANTA_ROSA\SANTA_ROSA\95404\95404\1
121,ANIMAL.CAT.SPAYED.DOMESTIC.KITTN.BLACK.JELLY:JELLY\CAT\DOMESTIC\BLACK\SPAYED\KITTN\08/22/2017\K17-024952\LOBBY\A357526\08/22/2017\11/16/2017\86\STRAY\BORN_HERE\ADOPTION\WALKIN\TREATABLE/REHAB\HEALTHY\SANTA_ROSA\*SEBASTOPOL\95472\95472\1
122,ANIMAL.CAT.SPAYED.DOMESTIC.KITTN.BLACK.LIBERTY:LIBERTY\CAT\DOMESTIC\BLACK\SPAYED\KITTN\43284\K18-027769\LOBBY\A370674\43285\43136\25\STRAY\OVER_THE_COUNTER\ADOPTION\SCAS_WEB\UNTREATABLE\HEALTHY\SANTA_ROSA\SANTA_ROSA\95407\95407\1
123,ANIMAL.CAT.SPAYED.DOMESTIC.KITTN.BROWN
124,ANIMAL.CAT.SPAYED.DOMESTIC.KITTN.BROWN.BASTET:BASTET\CAT\DOMESTIC\BROWN\SPAYED\KITTN\03/25/2016\K16-019258\LOBBY\A338205\42680\07/29/2016\48\STRAY\COMM_CAT\ADOPTION\WALKIN\HEALTHY\HEALTHY\COUNTY\COUNTY\95425\95425\1
125,ANIMAL.CAT.SPAYED.DOMESTIC.KITTN.BROWN.COCONUT:COCONUT\CAT\DOMESTIC\BROWN\SPAYED\KITTN\42710\K16-019865\CS04\A339897\07/19/2016\08/18/2016\30\STRAY\OVER_THE_COUNTER\ADOPTION\WALKIN\TREATABLE/REHAB\HEALTHY\SANTA_ROSA\COUNTY\95446\95446\1
126,ANIMAL.CAT.SPAYED.DOMESTIC.KITTN.BROWN.DELILAH:DELILAH\CAT\DOMESTIC\BROWN\SPAYED\KITTN\43161\K18-027863\LOBBY\A370910\04/17/2018\04/19/2018\2\OWNER_SURRENDER\OVER_THE_COUNTER\ADOPTION\WALKIN\HEALTHY\HEALTHY\SANTA_ROSA\WINDSOR\95492\95492\1
127,ANIMAL.CAT.SPAYED.DOMESTIC.KITTN.BROWN.FLUFFY:FLUFFY\CAT\DOMESTIC\BROWN\SPAYED\KITTN\43316\K18-028829\LOBBY\A374319\06/27/2018\07/17/2018\20\OWNER_SURRENDER\OVER_THE_COUNTER\ADOPTION\SCAS_WEB\HEALTHY\HEALTHY\SANTA_ROSA\WINDSOR\95492\95492\1
128,ANIMAL.CAT.SPAYED.DOMESTIC.KITTN.BROWN.GIMLI:GIMLI\CAT\DOMESTIC\BROWN\SPAYED\KITTN\04/30/2015\K15-014490\LOBBY\A323020\06/17/2015\07/17/2015\30\OWNER_SURRENDER\OVER_THE_COUNTER\ADOPTION\WALKIN\HEALTHY\HEALTHY\SANTA_ROSA\WINDSOR\95492\95492\1
129,ANIMAL.CAT.SPAYED.DOMESTIC.KITTN.BROWN.OLIVA:OLIVA\CAT\DOMESTIC\BROWN\SPAYED\KITTN\09/15/2015\K15-016953\LOBBY\A329931\42016\42259\8\OWNER_SURRENDER\OVER_THE_COUNTER\ADOPTION\WALKIN\HEALTHY\HEALTHY\COUNTY\COUNTY\95448\95448\1
130,ANIMAL.CAT.SPAYED.DOMESTIC.KITTN.BROWN.TIG:TIG\CAT\DOMESTIC\BROWN\SPAYED\KITTN\06/16/2016\K16-020045\CS04\A340250\07/30/2016\42591\40\STRAY\COMM_CAT\ADOPTION\WALKIN\TREATABLE/REHAB\HEALTHY\COUNTY\SANTA_ROSA\95401\95401\1
131,ANIMAL.CAT.SPAYED.DOMESTIC.KITTN.BROWN.TIGER:TIGER\CAT\DOMESTIC\BROWN\SPAYED\KITTN\05/19/2015\K15-015997\WESTFARM\A327030\09/16/2015\42014\15\STRAY\COMM_CAT\ADOPTION\WESTFARM\HEALTHY\HEALTHY\COUNTY\SANTA_ROSA\95405\95405\1
132,ANIMAL.CAT.SPAYED.DOMESTIC.KITTN.BROWN.TIGGY:TIGGY\CAT\DOMESTIC\BROWN\SPAYED\KITTN\08/22/2017\K17-025354\LOBBY\A361021\09/16/2017\42989\54\STRAY\OVER_THE_COUNTER\ADOPTION\WALKIN\TREATABLE/REHAB\HEALTHY\SANTA_ROSA\SANTA_ROSA\95401\95401\1
133,ANIMAL.CAT.SPAYED.DOMESTIC.KITTN.BROWN.TIGGY:TIGGY\CAT\DOMESTIC\BROWN\SPAYED\KITTN\08/22/2017\K17-025377\LOBBY\A361021\09/19/2017\42989\51\STRAY\OVER_THE_COUNTER\ADOPTION\WALKIN\TREATABLE/REHAB\HEALTHY\SANTA_ROSA\SANTA_ROSA\95401\95401\1
134,ANIMAL.CAT.SPAYED.DOMESTIC.KITTN.BROWN.TIGRESS:TIGRESS\CAT\DOMESTIC\BROWN\SPAYED\KITTN\42315\K15-015375\TX\A325073\42316\42347\32\STRAY\OVER_THE_COUNTER\ADOPTION\WALKIN\TREATABLE/REHAB\HEALTHY\COUNTY\COUNTY\95403\95403\1
135,ANIMAL.CAT.SPAYED.DOMESTIC.KITTN.GRAY
136,ANIMAL.CAT.SPAYED.DOMESTIC.KITTN.GRAY.ANASTASIA:ANASTASIA\CAT\DOMESTIC\GRAY\SPAYED\KITTN\08/27/2014\K14-011244\CA02\A312716\10/14/2014\11/15/2014\32\STRAY\OVER_THE_COUNTER\ADOPTION\WALKIN\TREATABLE/REHAB\HEALTHY\SANTA_ROSA\SANTA_ROSA\95403\95403\1
137,ANIMAL.CAT.SPAYED.DOMESTIC.KITTN.GRAY.BAILEY:BAILEY\CAT\DOMESTIC\GRAY\SPAYED\KITTN\43285\K18-028162\CA03\A372259\43286\43411\65\STRAY\FIELD\ADOPTION\REFERRAL-F\TREATABLE/REHAB\HEALTHY\COUNTY\WINDSOR\95492\95492\1
138,ANIMAL.CAT.SPAYED.DOMESTIC.KITTN.GRAY.CLIPSY:CLIPSY\CAT\DOMESTIC\GRAY\SPAYED\KITTN\43075\K17-024820\LOBBY\A356731\43077\42987\28\OWNER_SURRENDER\FIELD\ADOPTION\WALKIN\HEALTHY\HEALTHY\SANTA_ROSA\SANTA_ROSA\95403\95403\1
139,ANIMAL.CAT.SPAYED.DOMESTIC.KITTN.GRAY.GINA:GINA\CAT\DOMESTIC\GRAY\SPAYED\KITTN\06/17/2015\K15-015326\LOBBY\A325010\42224\09/24/2015\47\STRAY\COMM_CAT\ADOPTION\WALKIN\TREATABLE/REHAB\HEALTHY\COUNTY\SANTA_ROSA\95403\95403\1
140,ANIMAL.CAT.SPAYED.DOMESTIC.KITTN.GRAY.IZZY:IZZY\CAT\DOMESTIC\GRAY\SPAYED\KITTN\08/27/2014\K14-011245\49ERPET\A312717\10/14/2014\11/18/2014\35\STRAY\OVER_THE_COUNTER\ADOPTION\49ER_PET\TREATABLE/REHAB\HEALTHY\SANTA_ROSA\*PETALUMA\94954\94954\1
141,ANIMAL.CAT.SPAYED.DOMESTIC.KITTN.GRAY.KITTY_BOOBOO:KITTY_BOOBOO\CAT\DOMESTIC\GRAY\SPAYED\KITTN\41917\K14-010195\CA02\A309992\41890\08/14/2014\5\STRAY\COMM_CAT\ADOPTION\WALKIN\HEALTHY\HEALTHY\SANTA_ROSA\*ROHNERT_PARK\94928\94928\1
142,ANIMAL.CAT.SPAYED.DOMESTIC.KITTN.GRAY.LUNA:LUNA\CAT\DOMESTIC\GRAY\SPAYED\KITTN\42005\K15-013027\WESTFARM\A317560\42127\42341\7\OWNER_SURRENDER\OVER_THE_COUNTER\ADOPTION\WESTFARM\HEALTHY\HEALTHY\COUNTY\SANTA_ROSA\95401\95401\1
143,ANIMAL.CAT.SPAYED.DOMESTIC.KITTN.SILVER
144,ANIMAL.CAT.SPAYED.DOMESTIC.KITTN.SILVER.ANNA:ANNA\CAT\DOMESTIC\SILVER\SPAYED\KITTN\42648\K16-018997\CS04\A337597\05/25/2016\42498\72\CONFISCATE\FLD_ARREST\ADOPTION\WALKIN\TREATABLE/REHAB\HEALTHY\COUNTY\SANTA_ROSA\95403\95403\1
145,ANIMAL.CAT.SPAYED.DOMESTIC.KITTN.WHITE
146,ANIMAL.CAT.SPAYED.DOMESTIC.KITTN.WHITE.BAILEY_HELEN:BAILEY_HELEN\CAT\DOMESTIC\WHITE\SPAYED\KITTN\04/25/2017\K17-023628\LOBBY\A353246\05/25/2017\42954\44\STRAY\FIELD\ADOPTION\SCAS_WEB\TREATABLE/REHAB\HEALTHY\SANTA_ROSA\COUNTY\95401\95401\1
147,ANIMAL.CAT.SPAYED.DOMESTIC.SMALL
148,ANIMAL.CAT.SPAYED.DOMESTIC.SMALL.BLACK
149,ANIMAL.CAT.SPAYED.DOMESTIC.SMALL.BLACK.ANGEL:ANGEL\CAT\DOMESTIC\BLACK\SPAYED\SMALL\41854\K14-009711\LOBBY\A308853\41858\41981\35\OWNER_SURRENDER\OVER_THE_COUNTER\ADOPTION\WALKIN\HEALTHY\HEALTHY\SANTA_ROSA\COUNTY\95448\95448\1
150,ANIMAL.CAT.SPAYED.DOMESTIC.SMALL.BLACK.BERRY:BERRY\CAT\DOMESTIC\BLACK\SPAYED\SMALL\03/27/2016\K16-021830\CA02\A345962\42594\12/23/2016\15\OWNER_SURRENDER\OVER_THE_COUNTER\ADOPTION\INTERNET\HEALTHY\HEALTHY\COUNTY\SANTA_ROSA\95409\95409\1
151,ANIMAL.CAT.SPAYED.DOMESTIC.SMALL.BLACK.GLORY:GLORY\CAT\DOMESTIC\BLACK\SPAYED\SMALL\43378\K19-032179\WESTFARM\A386860\43743\05/17/2019\7\TRANSFER\MUN_SHELT\ADOPTION\WESTFARM\HEALTHY\HEALTHY\OUT_OF_COUNTY\*HEALDSBURG\95448\95448\1
152,ANIMAL.CAT.SPAYED.DOMESTIC.SMALL.BLACK.KIX:KIX\CAT\DOMESTIC\BLACK\SPAYED\SMALL\43073\K17-025725\CS05\A362515\43079\10/13/2017\1\STRAY\FIELD\RETURN_TO_OWNER\OVER_THE_COUNTER_PRVS\HEALTHY\HEALTHY\COUNTY\SANTA_ROSA\95409\95409\1
153,ANIMAL.CAT.SPAYED.DOMESTIC.SMALL.BLACK.LALA:LALA\CAT\DOMESTIC\BLACK\SPAYED\SMALL\05/16/2012\K14-008873\49ERPET\A306795\05/16/2014\41858\53\OWNER_SURRENDER\OVER_THE_COUNTER\ADOPTION\49ER_PET\HEALTHY\HEALTHY\SANTA_ROSA\*ROHNERT_PARK\94928\94928\1
154,ANIMAL.CAT.SPAYED.DOMESTIC.SMALL.BLACK.MANDY:MANDY\CAT\DOMESTIC\BLACK\SPAYED\SMALL\07/30/2017\K19-031469\CA02\A383868\02/19/2019\02/28/2019\9\ADOPTION_RETURN\OVER_THE_COUNTER\TRANSFER\EBSPCA\HEALTHY\HEALTHY\*ROHNERT_PARK\OUT_OF_COUNTY\94805\94805\1
155,ANIMAL.CAT.SPAYED.DOMESTIC.SMALL.BLACK.MATTIE:MATTIE\CAT\DOMESTIC\BLACK\SPAYED\SMALL\04/25/2003\K15-013664\SMM\A321025\04/23/2015\04/25/2015\2\STRAY\FIELD\RETURN_TO_OWNER\OVER_THE_COUNTER_WEB\UNTREATABLE\TREATABLE/REHAB\COUNTY\COUNTY\95472\95472\1
156,ANIMAL.CAT.SPAYED.DOMESTIC.SMALL.BLACK.MOONY:MOONY\CAT\DOMESTIC\BLACK\SPAYED\SMALL\07/16/2013\K14-007359\LOBBY\A301590\01/15/2014\01/25/2014\10\STRAY\OVER_THE_COUNTER\ADOPTION\INTERNET\HEALTHY\HEALTHY\COUNTY\*HEALDSBURG\95448\95448\1
157,ANIMAL.CAT.SPAYED.DOMESTIC.SMALL.BLACK.PUMPKIN:PUMPKIN\CAT\DOMESTIC\BLACK\SPAYED\SMALL\41917\K19-032172\CA02\A386853\43743\43775\32\TRANSFER\MUN_SHELT\ADOPTION\WALKIN\HEALTHY\HEALTHY\OUT_OF_COUNTY\SANTA_ROSA\95409\95409\1
158,ANIMAL.CAT.SPAYED.DOMESTIC.SMALL.BLACK.SASHA:SASHA\CAT\DOMESTIC\BLACK\SPAYED\SMALL\05/30/2012\K14-009053\CS04\A307399\05/30/2014\41919\41\OWNER_SURRENDER\OVER_THE_COUNTER\ADOPTION\INTERNET\HEALTHY\HEALTHY\SANTA_ROSA\COUNTY\95403\95403\1
159,ANIMAL.CAT.SPAYED.DOMESTIC.SMALL.BLACK.SASHA:SASHA\CAT\DOMESTIC\BLACK\SPAYED\SMALL\05/30/2012\K14-009895\CS04\A307399\07/19/2014\07/26/2014\7\ADOPTION_RETURN\OVER_THE_COUNTER\ADOPTION\WALKIN\HEALTHY\HEALTHY\COUNTY\COUNTY\95421\95421\1
160,ANIMAL.CAT.SPAYED.DOMESTIC.SMALL.BLACK.SELKIE:SELKIE\CAT\DOMESTIC\BLACK\SPAYED\SMALL\03/24/2013\K14-009960\CS05\A309353\07/24/2014\08/27/2014\34\OWNER_SURRENDER\OVER_THE_COUNTER\ADOPTION\INTERNET\HEALTHY\HEALTHY\COUNTY\SANTA_ROSA\95404\95404\1
161,ANIMAL.CAT.SPAYED.DOMESTIC.SMALL.BLACK.SET:SET\CAT\DOMESTIC\BLACK\SPAYED\SMALL\42226\K16-021106\CA02\A343340\42592\10/29/2016\21\OWNER_SURRENDER\OVER_THE_COUNTER\ADOPTION\INTERNET\HEALTHY\HEALTHY\SANTA_ROSA\*ROHNERT_PARK\94928\94928\1
162,ANIMAL.CAT.SPAYED.DOMESTIC.SMALL.BLACK.TRINITY:TRINITY\CAT\DOMESTIC\BLACK\SPAYED\SMALL\07/31/2015\K18-029300\CA02\A375077\07/31/2018\08/21/2018\21\TRANSFER\PRIV_SHELT\ADOPTION\SPEC_EVENT\HEALTHY\HEALTHY\OUT_OF_COUNTY\COUNTY\95436\95436\1
163,ANIMAL.CAT.SPAYED.DOMESTIC.SMALL.BLACK.ZOE:ZOE\CAT\DOMESTIC\BLACK\SPAYED\SMALL\42590\K18-029396\CA02\A375226\43320\08/25/2018\17\OWNER_SURRENDER\OVER_THE_COUNTER\ADOPTION\REFERRAL-O\HEALTHY\HEALTHY\SANTA_ROSA\COUNTY\95439\95439\1
164,ANIMAL.CAT.SPAYED.DOMESTIC.SMALL.BROWN
165,ANIMAL.CAT.SPAYED.DOMESTIC.SMALL.BROWN.DAHLIA:DAHLIA\CAT\DOMESTIC\BROWN\SPAYED\SMALL\42065\K17-024674\CS05\A356406\42774\42802\1\STRAY\OVER_THE_COUNTER\RETURN_TO_OWNER\OVER_THE_COUNTER_MCHIP\HEALTHY\HEALTHY\SANTA_ROSA\OUT_OF_COUNTY\96001\96001\1
166,ANIMAL.CAT.SPAYED.DOMESTIC.SMALL.BROWN.FIGGY:FIGGY\CAT\DOMESTIC\BROWN\SPAYED\SMALL\36252\K14-007602\CI02\A302337\41731\02/13/2014\9\STRAY\OVER_THE_COUNTER\ADOPTION\REFERRAL\HEALTHY\HEALTHY\COUNTY\COUNTY\95404\95404\1
167,ANIMAL.CAT.SPAYED.DOMESTIC.SMALL.BROWN.HONEY:HONEY\CAT\DOMESTIC\BROWN\SPAYED\SMALL\40548\K14-009509\CS04\A271764\06/26/2014\41766\9\OWNER_SURRENDER\OVER_THE_COUNTER\ADOPTION\WALKIN\HEALTHY\HEALTHY\SANTA_ROSA\SANTA_ROSA\95409\95409\1
168,ANIMAL.CAT.SPAYED.DOMESTIC.SMALL.BROWN.IVY:IVY\CAT\DOMESTIC\BROWN\SPAYED\SMALL\39240\K15-012777\CS05\A250978\02/14/2015\03/28/2015\42\OWNER_SURRENDER\OVER_THE_COUNTER\ADOPTION\WALKIN\TREATABLE/MANAGEABLE\HEALTHY\SANTA_ROSA\COUNTY\95403\95403\1
169,ANIMAL.CAT.SPAYED.DOMESTIC.SMALL.BROWN.LUCY:LUCY\CAT\DOMESTIC\BROWN\SPAYED\SMALL\05/31/2008\K15-013602\LOBBY\A219041\04/16/2015\42040\16\STRAY\OVER_THE_COUNTER\ADOPTION\WALKIN\TREATABLE/REHAB\HEALTHY\WINDSOR\OUT_OF_COUNTY\95461\95461\1
170,ANIMAL.CAT.SPAYED.DOMESTIC.SMALL.BROWN.MIA:MIA\CAT\DOMESTIC\BROWN\SPAYED\SMALL\04/29/2010\K16-019739\CS05\A250335\42711\08/13/2016\32\STRAY\OVER_THE_COUNTER\ADOPTION\WALKIN\HEALTHY\HEALTHY\SANTA_ROSA\*PETALUMA\94954\94954\1
171,ANIMAL.CAT.SPAYED.DOMESTIC.SMALL.BROWN.MOLLY:MOLLY\CAT\DOMESTIC\BROWN\SPAYED\SMALL\37928\K15-013098\TX\A013738\42311\42311\0\STRAY\FIELD\RETURN_TO_OWNER\OVER_THE_COUNTER_MCHIP\TREATABLE/REHAB\TREATABLE/REHAB\SANTA_ROSA\SANTA_ROSA\95403\95403\1
172,ANIMAL.CAT.SPAYED.DOMESTIC.SMALL.BROWN.MOXIE:MOXIE\CAT\DOMESTIC\BROWN\SPAYED\SMALL\05/16/2017\K19-032177\CA02\A386858\43743\06/26/2019\47\TRANSFER\MUN_SHELT\ADOPTION\OTH_MEDIA\HEALTHY\HEALTHY\OUT_OF_COUNTY\SANTA_ROSA\95404\95404\1
173,ANIMAL.CAT.SPAYED.DOMESTIC.SMALL.BROWN.RASPBERRY:RASPBERRY\CAT\DOMESTIC\BROWN\SPAYED\SMALL\42684\K17-022766\CA02\A349264\43042\03/23/2017\12\STRAY\OVER_THE_COUNTER\ADOPTION\WALKIN\HEALTHY\HEALTHY\SANTA_ROSA\SANTA_ROSA\95403\95403\1
174,ANIMAL.CAT.SPAYED.DOMESTIC.SMALL.BROWN.ROSIE:ROSIE\CAT\DOMESTIC\BROWN\SPAYED\SMALL\10/27/2011\K17-026070\CA02\A363728\10/27/2017\11/21/2017\25\OWNER_SURRENDER\OVER_THE_COUNTER\ADOPTION\SCAS_WEB\HEALTHY\HEALTHY\COUNTY\COUNTY\95472\95472\1
175,ANIMAL.CAT.SPAYED.DOMESTIC.SMALL.BROWN.ROSIE:ROSIE\CAT\DOMESTIC\BROWN\SPAYED\SMALL\12/27/2007\K13-007165\CA02\A300955\12/27/2013\41852\12\OWNER_SURRENDER\OVER_THE_COUNTER\ADOPTION\WALKIN\HEALTHY\HEALTHY\SANTA_ROSA\COUNTY\95446\95446\1
176,ANIMAL.CAT.SPAYED.DOMESTIC.SMALL.BROWN.SALLY:SALLY\CAT\DOMESTIC\BROWN\SPAYED\SMALL\01/23/2017\K19-031157\CA02\A383145\43739\01/26/2019\16\STRAY\OVER_THE_COUNTER\ADOPTION\SCAS_WEB\HEALTHY\HEALTHY\SANTA_ROSA\SANTA_ROSA\95409\95409\1
177,ANIMAL.CAT.SPAYED.DOMESTIC.SMALL.BROWN.SHADOW:SHADOW\CAT\DOMESTIC\BROWN\SPAYED\SMALL\05/23/2006\K15-016585\CS04\A215232\10/28/2015\11/14/2015\17\OWNER_SURRENDER\OVER_THE_COUNTER\ADOPTION\WALKIN\HEALTHY\HEALTHY\WINDSOR\WINDSOR\95492\95492\1
178,ANIMAL.CAT.SPAYED.DOMESTIC.SMALL.BROWN.SOFIA:SOFIA\CAT\DOMESTIC\BROWN\SPAYED\SMALL\01/24/2012\K19-031850\CA02\A287224\43528\43774\38\OWNER_SURRENDER\OVER_THE_COUNTER\ADOPTION\OTH_MEDIA\UNKNOWN\PENDING\COUNTY\SANTA_ROSA\95403\95403\1
179,ANIMAL.CAT.SPAYED.DOMESTIC.SMALL.BROWN.SONNET:SONNET\CAT\DOMESTIC\BROWN\SPAYED\SMALL\40969\K14-007241\RECEIVING\A301168\41699\41699\0\STRAY\OVER_THE_COUNTER\RETURN_TO_OWNER\RETURN_TO_OWNER\HEALTHY\HEALTHY\*HEALDSBURG\WINDSOR\95492\95492\1
180,ANIMAL.CAT.SPAYED.DOMESTIC.SMALL.BROWN.TOOTS:TOOTS\CAT\DOMESTIC\BROWN\SPAYED\SMALL\07/25/2012\K14-009972\CS05\A309393\07/25/2014\10/25/2014\92\OWNER_SURRENDER\OVER_THE_COUNTER\ADOPTION\INTERNET\HEALTHY\HEALTHY\SANTA_ROSA\COUNTY\95446\95446\1
181,ANIMAL.CAT.SPAYED.DOMESTIC.SMALL.BROWN.WENDY:WENDY\CAT\DOMESTIC\BROWN\SPAYED\SMALL\43346\K18-028414\LOBBY\A372953\05/26/2018\43287\12\OWNER_SURRENDER\OVER_THE_COUNTER\ADOPTION\SCAS_WEB\HEALTHY\HEALTHY\COUNTY\*ROHNERT_PARK\94928\94928\1
182,ANIMAL.CAT.SPAYED.DOMESTIC.SMALL.GRAY
183,ANIMAL.CAT.SPAYED.DOMESTIC.SMALL.GRAY.AMAYA:AMAYA\CAT\DOMESTIC\GRAY\SPAYED\SMALL\04/18/2016\K18-027766\CA02\A370670\43285\04/28/2018\21\STRAY\OVER_THE_COUNTER\ADOPTION\SCAS_WEB\HEALTHY\HEALTHY\SANTA_ROSA\WINDSOR\95492\95492\1
